1,5,171,122,19,12,5,9,127.3,0,1,0,20,Dropout
1,1,9254,160,1,3,3,3,142.5,0,1,0,19,Graduate
1,5,9070,122,37,37,9,9,124.8,0,1,0,19,Dropout
1,2,9773,122,38,37,5,3,119.6,0,0,0,20,Graduate
2,1,8014,100,37,38,9,9,141.5,0,0,0,45,Graduate
1,1,9500,142,19,38,9,7,128.4,0,0,1,18,Graduate
1,4,9254,119,37,37,7,10,113.1,0,1,0,22,Dropout
1,3,9238,137,1,1,9,9,129.3,0,0,1,21,Graduate
1,1,9238,138,1,19,9,9,123,1,0,0,18,Dropout
1,1,9670,139,38,19,4,7,130.6,0,0,0,18,Graduate
1,1,9500,136,19,38,5,7,119.3,0,0,1,18,Graduate
1,2,9853,133,19,37,9,9,130.2,0,0,0,19,Dropout
1,1,9085,149,38,37,4,9,137.1,0,0,1,18,Graduate
1,1,9773,127,19,37,4,7,120.7,0,0,0,20,Dropout
1,2,9500,135,19,1,5,5,127.3,0,0,0,18,Graduate
1,1,9130,137,3,19,9,3,136.3,0,0,0,20,Graduate
1,3,171,122,1,1,5,8,120.3,0,0,1,21,Graduate
1,4,9500,142,19,19,5,4,125.5,0,0,0,18,Graduate
1,4,9670,125,1,38,3,5,114.9,0,0,1,19,Graduate
1,1,9500,126,19,19,7,7,123.9,0,0,0,19,Graduate
1,2,9238,115,19,38,9,8,116.4,0,0,0,21,Graduate
1,1,9147,135,19,1,4,7,122.1,0,0,0,20,Graduate
1,1,9070,125,42,3,1,1,130,0,1,0,20,Graduate
1,1,8014,138,19,1,4,7,134.5,0,0,0,19,Graduate
1,1,9991,130,2,37,3,7,131.4,0,1,0,34,Graduate
1,1,33,130,38,37,9,9,102.5,1,1,0,37,Dropout
1,1,9147,140,37,37,7,8,122.9,0,0,0,55,Dropout
4,1,9991,120,19,19,3,3,113.9,0,0,0,39,Graduate
1,5,9773,126,3,3,9,9,121.1,1,0,0,18,Dropout
1,2,9147,133,3,19,1,10,120.4,0,0,0,22,Graduate
1,6,9500,103,1,3,4,2,100.6,0,0,0,22,Graduate
1,1,9773,120,1,38,125,124,121.4,0,0,0,20,Dropout
1,1,9991,133.1,37,37,4,6,109.7,0,0,0,29,Dropout
1,2,9238,130,19,19,9,5,127.6,0,0,0,18,Graduate
1,6,9500,132,37,19,3,9,132.4,0,0,1,22,Graduate
1,1,9238,139,37,38,9,6,126.1,0,0,1,19,Graduate
1,1,9254,130,19,38,0,0,113.5,0,0,1,24,Graduate
1,3,9130,167,37,37,6,6,159.3,0,0,0,19,Graduate
1,1,9991,130,38,38,9,3,120,0,0,0,27,Dropout
1,1,9500,130,1,19,3,6,129.1,0,0,0,18,Graduate
1,1,9500,141,38,38,2,2,139.8,0,0,0,18,Graduate
1,2,9500,125,19,19,2,7,114.9,0,0,0,18,Graduate
1,3,171,139,19,19,2,2,128.2,0,1,1,19,Graduate
1,3,9147,125,1,38,5,5,120.1,1,1,0,19,Dropout
1,1,9500,150,37,19,9,9,130.8,0,1,0,24,Graduate
1,1,171,141,19,19,4,5,135.8,0,1,0,19,Dropout
1,4,9254,118,38,37,9,9,111.7,0,1,0,18,Dropout
1,2,9773,142,38,38,7,7,132.9,0,1,0,18,Graduate
1,3,9147,120,19,19,9,9,115.5,1,1,0,18,Dropout
1,4,9254,106,19,37,9,9,106,0,1,1,21,Dropout
1,4,9773,121,1,19,9,7,120.3,1,1,1,19,Graduate
1,4,9500,150,38,37,6,6,130.8,0,1,1,22,Graduate
2,1,8014,120,37,37,7,7,117,0,1,0,33,Graduate
1,6,9853,114,19,19,90,90,110.2,0,1,0,20,Dropout
2,1,8014,130,37,37,9,9,110,0,0,0,33,Graduate
1,1,9500,160,37,38,5,5,161,0,0,1,22,Graduate
1,1,9670,120,1,19,4,3,100,0,0,1,25,Graduate
1,1,9070,124,19,38,2,2,117.6,0,1,0,20,Graduate
1,1,9500,133.1,1,1,7,10,100.8,0,1,0,24,Dropout
1,2,9773,133.1,19,1,4,9,105,0,0,0,21,Graduate
1,1,9130,133.1,1,1,9,9,100,0,0,0,26,Dropout
2,1,8014,133.1,37,19,9,9,114,0,0,0,44,Graduate
1,5,9773,135,37,1,4,7,124.9,0,0,0,18,Graduate
1,5,9500,132,37,37,3,4,120.3,0,0,1,18,Graduate
1,4,9500,115,3,3,3,3,111.5,1,0,0,19,Dropout
1,4,171,133.1,1,1,5,5,110,0,0,0,20,Graduate
2,1,8014,130,37,37,5,3,113.5,0,0,0,36,Dropout
1,1,9853,123,19,19,9,9,117.4,0,0,0,19,Dropout
1,1,9070,130,3,1,7,7,122.2,1,0,0,20,Graduate
1,2,9238,122,37,38,7,10,118.2,0,0,0,19,Dropout
1,1,9085,113,1,1,5,5,106.7,0,0,0,20,Dropout
1,5,9500,111,3,4,8,4,108.2,0,0,0,20,Dropout
1,1,9238,142,37,37,5,10,136.1,0,0,0,18,Graduate
1,1,9085,131,19,19,5,7,139.8,0,0,0,19,Graduate
1,3,9773,158,1,38,9,9,157,0,0,0,18,Graduate
1,2,9500,122,37,37,4,7,131,0,0,0,18,Dropout
1,2,9085,140,37,38,7,7,137,0,0,0,18,Graduate
1,1,9147,127,2,19,9,8,121.8,0,0,0,18,Graduate
1,1,9254,133.1,1,1,9,9,131,0,0,0,21,Dropout
1,2,9147,120,19,19,9,6,118.6,0,0,0,19,Graduate
1,1,171,137,3,19,9,9,122.3,0,0,0,19,Dropout
